system:index,Gain_Ha,Loss_Ha,Luas_Kota_Ha,Luas_Vegetasi_2024_Ha,Luas_Vegetasi_2025_Ha,Net_Change_Ha,Persentase_Perubahan,Tetap_NonVegetasi_Ha,Tetap_Vegetasi_Ha,.geo
0,446.42,403.99,16306.012356701878,10762.51077581101,11030.027494140435,42.43,0.394166449999998,4526.76,10928.84,"{""type"":""MultiPoint"",""coordinates"":[]}"
